date,title,kws,loc,org,per,content
2022-05-10,Article sur Culture et Santé,"['Culture', 'Culture', 'Santé']","['Londres', 'Dakar']","['FMI', 'ONU']","['Biden', 'Mbappé']","Ceci est un article fictif parlant de Culture, Culture, Santé à Londres, Dakar."
2023-07-26,Article sur Sport et Sport,"['Sport', 'Sport']","['Moscou', 'Pékin']","['UE', 'Total']","['Biden', 'Poutine']","Ceci est un article fictif parlant de Sport, Sport à Moscou, Pékin."
2022-12-10,Article sur Économie et Économie,['Économie'],"['Berlin', 'Alger']",[],['Poutine'],"Ceci est un article fictif parlant de Économie à Berlin, Alger."
2022-02-08,Article sur Culture et Santé,"['Culture', 'Santé']","['Alger', 'Berlin']",['UE'],[],"Ceci est un article fictif parlant de Culture, Santé à Alger, Berlin."
2023-05-23,Article sur Santé et Santé,['Santé'],"['Moscou', 'Alger']","['Total', 'OTAN']","['Mbappé', 'Von der Leyen']","Ceci est un article fictif parlant de Santé à Moscou, Alger."
2022-12-12,Article sur Économie et Santé,"['Économie', 'Santé']",['Pékin'],['ONU'],[],"Ceci est un article fictif parlant de Économie, Santé à Pékin."
2023-10-17,Article sur Sport et Technologie,"['Sport', 'Culture', 'Technologie']",['Berlin'],[],['Biden'],"Ceci est un article fictif parlant de Sport, Culture, Technologie à Berlin."
2023-03-24,Article sur Politique et Politique,['Politique'],"['Bruxelles', 'Paris']",['Sanofi'],[],"Ceci est un article fictif parlant de Politique à Bruxelles, Paris."
2023-06-10,Article sur Santé et Santé,['Santé'],"['Washington', 'Moscou', 'Paris']",['OTAN'],"['Von der Leyen', 'Xi Jinping']","Ceci est un article fictif parlant de Santé à Washington, Moscou, Paris."
2022-09-01,Article sur Environnement et Économie,"['Environnement', 'Sport', 'Économie']","['Dakar', 'Alger', 'Washington']","['Tesla', 'FMI']",['Zelensky'],"Ceci est un article fictif parlant de Environnement, Sport, Économie à Dakar, Alger, Washington."
2022-01-23,Article sur Économie et Santé,"['Économie', 'Santé']","['Pékin', 'Moscou', 'Paris']",['Tesla'],[],"Ceci est un article fictif parlant de Économie, Santé à Pékin, Moscou, Paris."
2023-09-29,Article sur Technologie et Environnement,"['Technologie', 'Santé', 'Environnement']",['Moscou'],[],['Xi Jinping'],"Ceci est un article fictif parlant de Technologie, Santé, Environnement à Moscou."
2022-12-24,Article sur Économie et Santé,"['Économie', 'Santé']","['Pékin', 'Dakar', 'Washington']",['Tesla'],[],"Ceci est un article fictif parlant de Économie, Santé à Pékin, Dakar, Washington."
2022-09-18,Article sur Économie et Technologie,"['Économie', 'Technologie']","['Dakar', 'Berlin']","['FMI', 'Tesla']",[],"Ceci est un article fictif parlant de Économie, Technologie à Dakar, Berlin."
2023-10-19,Article sur Économie et Économie,"['Économie', 'Économie']",['Paris'],['ONU'],['Poutine'],"Ceci est un article fictif parlant de Économie, Économie à Paris."
2022-04-15,Article sur Santé et Santé,['Santé'],['Dakar'],['OTAN'],"['Zelensky', 'Mbappé']",Ceci est un article fictif parlant de Santé à Dakar.
2023-05-06,Article sur Culture et Politique,"['Culture', 'Politique']",['Paris'],['Sanofi'],"['Zelensky', 'Musk']","Ceci est un article fictif parlant de Culture, Politique à Paris."
2022-10-02,Article sur Santé et Santé,['Santé'],"['Pékin', 'Alger']",['OMS'],['Von der Leyen'],"Ceci est un article fictif parlant de Santé à Pékin, Alger."
2023-04-14,Article sur Technologie et Économie,"['Technologie', 'Économie']","['Londres', 'Alger']","['Google', 'OMS']",['Von der Leyen'],"Ceci est un article fictif parlant de Technologie, Économie à Londres, Alger."
2023-10-28,Article sur Technologie et Environnement,"['Technologie', 'Sport', 'Environnement']",['Berlin'],"['UE', 'ONU']","['Biden', 'Zelensky']","Ceci est un article fictif parlant de Technologie, Sport, Environnement à Berlin."
2022-03-06,Article sur Économie et Sport,"['Économie', 'Sport']","['Washington', 'Dakar', 'Bruxelles']",['Google'],['Biden'],"Ceci est un article fictif parlant de Économie, Sport à Washington, Dakar, Bruxelles."
2022-10-23,Article sur Santé et Politique,"['Santé', 'Politique']","['Londres', 'Moscou', 'Berlin']","['Total', 'Google']","['Biden', 'Poutine']","Ceci est un article fictif parlant de Santé, Politique à Londres, Moscou, Berlin."
2023-08-11,Article sur Sport et Sport,['Sport'],"['Moscou', 'Washington']",[],['Biden'],"Ceci est un article fictif parlant de Sport à Moscou, Washington."
2023-06-04,Article sur Technologie et Santé,"['Technologie', 'Santé']","['Pékin', 'Bruxelles']","['UE', 'Google']","['Musk', 'Poutine']","Ceci est un article fictif parlant de Technologie, Santé à Pékin, Bruxelles."
2022-03-25,Article sur Économie et Culture,"['Économie', 'Culture']",['Dakar'],[],"['Biden', 'Mbappé']","Ceci est un article fictif parlant de Économie, Culture à Dakar."
2023-07-18,Article sur Économie et Économie,['Économie'],"['Pékin', 'Washington']","['Tesla', 'Total']",['Xi Jinping'],"Ceci est un article fictif parlant de Économie à Pékin, Washington."
2022-05-06,Article sur Économie et Économie,['Économie'],"['Paris', 'Pékin', 'Washington']",[],"['Poutine', 'Biden']","Ceci est un article fictif parlant de Économie à Paris, Pékin, Washington."
2023-01-18,Article sur Environnement et Environnement,['Environnement'],['Dakar'],['UE'],['Macron'],Ceci est un article fictif parlant de Environnement à Dakar.
2022-03-06,Article sur Technologie et Santé,"['Technologie', 'Culture', 'Santé']","['Alger', 'Paris']",[],[],"Ceci est un article fictif parlant de Technologie, Culture, Santé à Alger, Paris."
2023-04-28,Article sur Santé et Santé,"['Santé', 'Environnement', 'Santé']",['Paris'],[],[],"Ceci est un article fictif parlant de Santé, Environnement, Santé à Paris."
2023-10-19,Article sur Politique et Politique,['Politique'],"['Moscou', 'Washington', 'Alger']",['ONU'],['Xi Jinping'],"Ceci est un article fictif parlant de Politique à Moscou, Washington, Alger."
2022-04-07,Article sur Environnement et Économie,"['Environnement', 'Économie']",['Paris'],[],[],"Ceci est un article fictif parlant de Environnement, Économie à Paris."
2022-05-07,Article sur Culture et Environnement,"['Culture', 'Environnement']","['Alger', 'Berlin', 'Londres']","['Total', 'Tesla']",[],"Ceci est un article fictif parlant de Culture, Environnement à Alger, Berlin, Londres."
2022-04-25,Article sur Technologie et Santé,"['Technologie', 'Environnement', 'Santé']",['Alger'],"['OMS', 'Sanofi']",['Zelensky'],"Ceci est un article fictif parlant de Technologie, Environnement, Santé à Alger."
2023-07-08,Article sur Santé et Culture,"['Santé', 'Culture']","['Berlin', 'Londres', 'Moscou']","['OTAN', 'OMS']",['Xi Jinping'],"Ceci est un article fictif parlant de Santé, Culture à Berlin, Londres, Moscou."
2023-06-15,Article sur Économie et Économie,['Économie'],"['Dakar', 'Pékin']",['ONU'],[],"Ceci est un article fictif parlant de Économie à Dakar, Pékin."
2023-01-01,Article sur Culture et Politique,"['Culture', 'Culture', 'Politique']","['Alger', 'Paris']",[],['Mbappé'],"Ceci est un article fictif parlant de Culture, Culture, Politique à Alger, Paris."
2023-01-23,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Alger']",[],"['Von der Leyen', 'Macron']","Ceci est un article fictif parlant de Environnement à Pékin, Alger."
2023-10-28,Article sur Culture et Sport,"['Culture', 'Sport']","['Berlin', 'Bruxelles']",[],[],"Ceci est un article fictif parlant de Culture, Sport à Berlin, Bruxelles."
2023-08-17,Article sur Culture et Culture,['Culture'],"['Alger', 'Berlin', 'Washington']",['UE'],['Musk'],"Ceci est un article fictif parlant de Culture à Alger, Berlin, Washington."
2022-05-16,Article sur Politique et Politique,['Politique'],['Washington'],[],"['Musk', 'Zelensky']",Ceci est un article fictif parlant de Politique à Washington.
2022-06-13,Article sur Technologie et Économie,"['Technologie', 'Économie']",['Paris'],['Sanofi'],['Von der Leyen'],"Ceci est un article fictif parlant de Technologie, Économie à Paris."
2023-09-02,Article sur Environnement et Environnement,"['Environnement', 'Environnement']","['Alger', 'Paris', 'Berlin']",[],['Biden'],"Ceci est un article fictif parlant de Environnement, Environnement à Alger, Paris, Berlin."
2022-01-21,Article sur Santé et Santé,['Santé'],"['Moscou', 'Washington', 'Pékin']","['Tesla', 'Google']","['Macron', 'Poutine']","Ceci est un article fictif parlant de Santé à Moscou, Washington, Pékin."
2022-10-18,Article sur Technologie et Technologie,['Technologie'],"['Pékin', 'Washington']",['OMS'],"['Biden', 'Musk']","Ceci est un article fictif parlant de Technologie à Pékin, Washington."
2022-10-19,Article sur Politique et Politique,"['Politique', 'Politique']",['Bruxelles'],"['Tesla', 'UE']",['Musk'],"Ceci est un article fictif parlant de Politique, Politique à Bruxelles."
2023-04-29,Article sur Environnement et Culture,"['Environnement', 'Politique', 'Culture']","['Londres', 'Berlin', 'Bruxelles']",[],['Mbappé'],"Ceci est un article fictif parlant de Environnement, Politique, Culture à Londres, Berlin, Bruxelles."
2023-11-18,Article sur Politique et Environnement,"['Politique', 'Environnement']",['Dakar'],[],['Mbappé'],"Ceci est un article fictif parlant de Politique, Environnement à Dakar."
2022-04-21,Article sur Politique et Santé,"['Politique', 'Santé']","['Pékin', 'Bruxelles', 'Moscou']",[],['Poutine'],"Ceci est un article fictif parlant de Politique, Santé à Pékin, Bruxelles, Moscou."
2023-10-22,Article sur Sport et Sport,['Sport'],['Londres'],"['Total', 'OMS']","['Biden', 'Musk']",Ceci est un article fictif parlant de Sport à Londres.
2022-10-30,Article sur Sport et Culture,"['Sport', 'Politique', 'Culture']","['Moscou', 'Bruxelles']","['OTAN', 'OMS']","['Zelensky', 'Mbappé']","Ceci est un article fictif parlant de Sport, Politique, Culture à Moscou, Bruxelles."
2022-08-17,Article sur Santé et Sport,"['Santé', 'Santé', 'Sport']","['Bruxelles', 'Berlin', 'Paris']",['Tesla'],['Zelensky'],"Ceci est un article fictif parlant de Santé, Santé, Sport à Bruxelles, Berlin, Paris."
2022-04-25,Article sur Santé et Économie,"['Santé', 'Économie']","['Dakar', 'Pékin', 'Berlin']",['Tesla'],[],"Ceci est un article fictif parlant de Santé, Économie à Dakar, Pékin, Berlin."
2022-07-04,Article sur Économie et Technologie,"['Économie', 'Technologie']","['Londres', 'Washington']",['FMI'],['Von der Leyen'],"Ceci est un article fictif parlant de Économie, Technologie à Londres, Washington."
2023-07-22,Article sur Économie et Économie,['Économie'],"['Berlin', 'Bruxelles']",[],"['Zelensky', 'Biden']","Ceci est un article fictif parlant de Économie à Berlin, Bruxelles."
2022-08-28,Article sur Politique et Économie,"['Politique', 'Santé', 'Économie']","['Dakar', 'Alger', 'Moscou']","['Total', 'UE']",[],"Ceci est un article fictif parlant de Politique, Santé, Économie à Dakar, Alger, Moscou."
2023-11-01,Article sur Environnement et Politique,"['Environnement', 'Santé', 'Politique']",['Washington'],"['FMI', 'Google']",['Xi Jinping'],"Ceci est un article fictif parlant de Environnement, Santé, Politique à Washington."
2022-01-02,Article sur Culture et Technologie,"['Culture', 'Santé', 'Technologie']",['Berlin'],['UE'],"['Macron', 'Mbappé']","Ceci est un article fictif parlant de Culture, Santé, Technologie à Berlin."
2023-12-01,Article sur Sport et Technologie,"['Sport', 'Technologie']","['Pékin', 'Moscou', 'Bruxelles']","['ONU', 'Total']","['Mbappé', 'Musk']","Ceci est un article fictif parlant de Sport, Technologie à Pékin, Moscou, Bruxelles."
2023-07-01,Article sur Culture et Culture,['Culture'],"['Londres', 'Paris']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Culture à Londres, Paris."
2023-09-15,Article sur Santé et Environnement,"['Santé', 'Environnement']","['Paris', 'Berlin']","['ONU', 'Google']",['Macron'],"Ceci est un article fictif parlant de Santé, Environnement à Paris, Berlin."
2022-04-22,Article sur Politique et Technologie,"['Politique', 'Sport', 'Technologie']","['Paris', 'Pékin', 'Alger']","['Google', 'Total']","['Poutine', 'Biden']","Ceci est un article fictif parlant de Politique, Sport, Technologie à Paris, Pékin, Alger."
2023-03-14,Article sur Technologie et Santé,"['Technologie', 'Économie', 'Santé']",['Dakar'],['Tesla'],[],"Ceci est un article fictif parlant de Technologie, Économie, Santé à Dakar."
2023-10-06,Article sur Santé et Environnement,"['Santé', 'Environnement']","['Dakar', 'Washington']",[],"['Zelensky', 'Macron']","Ceci est un article fictif parlant de Santé, Environnement à Dakar, Washington."
2023-02-28,Article sur Santé et Politique,"['Santé', 'Sport', 'Politique']","['Berlin', 'Dakar']",[],"['Biden', 'Zelensky']","Ceci est un article fictif parlant de Santé, Sport, Politique à Berlin, Dakar."
2022-03-15,Article sur Culture et Politique,"['Culture', 'Économie', 'Politique']","['Washington', 'Dakar']","['Tesla', 'Google']",[],"Ceci est un article fictif parlant de Culture, Économie, Politique à Washington, Dakar."
2022-06-26,Article sur Santé et Économie,"['Santé', 'Économie']","['Moscou', 'Londres']",['Google'],['Von der Leyen'],"Ceci est un article fictif parlant de Santé, Économie à Moscou, Londres."
2023-07-25,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Paris', 'Washington']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Culture, Technologie à Paris, Washington."
2022-08-02,Article sur Culture et Sport,"['Culture', 'Sport']","['Pékin', 'Berlin', 'Washington']","['FMI', 'Tesla']","['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Culture, Sport à Pékin, Berlin, Washington."
2022-12-26,Article sur Sport et Économie,"['Sport', 'Politique', 'Économie']",['Bruxelles'],[],['Von der Leyen'],"Ceci est un article fictif parlant de Sport, Politique, Économie à Bruxelles."
2022-05-29,Article sur Santé et Culture,"['Santé', 'Culture']","['Moscou', 'Dakar', 'Bruxelles']","['Sanofi', 'Google']",['Zelensky'],"Ceci est un article fictif parlant de Santé, Culture à Moscou, Dakar, Bruxelles."
2022-12-12,Article sur Environnement et Environnement,['Environnement'],"['Bruxelles', 'Dakar']",[],"['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Environnement à Bruxelles, Dakar."
2022-08-19,Article sur Environnement et Culture,"['Environnement', 'Culture']","['Londres', 'Bruxelles']",[],"['Poutine', 'Mbappé']","Ceci est un article fictif parlant de Environnement, Culture à Londres, Bruxelles."
2023-05-23,Article sur Environnement et Politique,"['Environnement', 'Politique']","['Washington', 'Moscou', 'Paris']",['OTAN'],[],"Ceci est un article fictif parlant de Environnement, Politique à Washington, Moscou, Paris."
2022-02-19,Article sur Sport et Économie,"['Sport', 'Technologie', 'Économie']",['Bruxelles'],['Sanofi'],['Zelensky'],"Ceci est un article fictif parlant de Sport, Technologie, Économie à Bruxelles."
2023-02-13,Article sur Environnement et Politique,"['Environnement', 'Politique']",['Alger'],[],[],"Ceci est un article fictif parlant de Environnement, Politique à Alger."
2022-03-07,Article sur Culture et Sport,"['Culture', 'Économie', 'Sport']","['Washington', 'Pékin']",['Total'],[],"Ceci est un article fictif parlant de Culture, Économie, Sport à Washington, Pékin."
2023-02-12,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Moscou', 'Washington', 'Dakar']","['Tesla', 'UE']",['Von der Leyen'],"Ceci est un article fictif parlant de Culture, Technologie à Moscou, Washington, Dakar."
